,week,Plot,SubPlot,pH,SoilMoisture,N,P,EC,Zn,S,K,Mg,Ca,Temperature,Humidity,Light,PrepH,PreSoilMoisture,PreN,PreP,PreEC,PreZn,PreS,PreK,PreMg,PreCa,PreTemperature,PreHumidity,PreLight,plantHeight,weight,LongestLeaf,LeafCount,LeafArea,PreplantHeight,Preweight,PreLongestLeaf,PreLeafCount,PreLeafArea
32,1,4,3,6.194465658,66.97850815,161.250169,53.78702799,4.614434965,11.48100572,152.7583834,155.6800873,205.5717867,2030.832689,31.94828924,88.2121194,1001.969897,,,,,,,,,,,,,,0,0,0,0,0,,,,,
33,1,4,4,6.911346943,66.15534402,159.0360241,58.08316137,4.662404406,10.02784442,153.8686686,155.3136107,217.9733609,2035.032865,33.6344548,88.78775266,1008.116229,,,,,,,,,,,,,,0,0,0,0,0,,,,,
34,1,4,5,6.021738236,71.46287989,160.4736445,54.26370139,4.648690116,11.72094344,151.1397503,157.1207425,202.8413849,2048.064802,33.36184078,89.06406625,1008.005053,,,,,,,,,,,,,,0,0,0,0,0,,,,,
35,1,4,6,6.410521039,68.82684099,167.2433942,53.8375773,4.620737053,10.18316957,151.0996242,152.2868981,206.7911818,2006.724628,33.68986486,89.55135691,1002.04897,,,,,,,,,,,,,,0,0,0,0,0,,,,,
36,1,4,7,6.348460939,66.76407599,160.299964,52.52964019,4.645069905,10.39993486,150.5897899,154.5579893,217.7469789,2056.695122,33.66119717,89.84734537,1002.750404,,,,,,,,,,,,,,0,0,0,0,0,,,,,
37,1,4,8,6.263797937,73.23101924,168.0681761,59.78052951,4.681828832,11.8210763,154.398317,154.5652971,207.6122656,2043.19986,30.55553609,88.84951597,1002.430507,,,,,,,,,,,,,,0,0,0,0,0,,,,,
38,1,4,9,6.194624731,74.83474004,158.1657461,58.21111675,4.614460042,11.96521698,151.6678228,152.5566415,210.5804576,2052.149458,33.66454397,88.9159319,1000.121351,,,,,,,,,,,,,,0,0,0,0,0,,,,,
39,1,4,10,6.810525774,69.26935303,163.0663923,58.48046911,4.658346106,10.78215784,152.5623714,155.4208223,217.3960046,2040.25308,31.54995205,89.51958693,1008.481022,,,,,,,,,,,,,,0,0,0,0,0,,,,,
40,1,5,1,6.333707922,52.96622836,123.4611752,54.88042235,4.658346106,17.15538797,111.5747945,119.4063969,305.0965426,1502.138512,21.32359948,89.86913922,1002.042797,,,,,,,,,,,,,,0,0,0,0,0,,,,,
41,1,5,2,5.710574384,53.08896174,126.8682514,50.69492956,4.658346106,17.72378988,105.2452855,114.1431972,329.5628903,1517.842392,22.31760391,88.95874236,1007.888641,,,,,,,,,,,,,,0,0,0,0,0,,,,,
42,1,5,3,7.096956347,50.68014891,109.6064611,53.29527774,4.658346106,19.33321674,116.3724049,115.6054366,302.8472922,1519.452916,25.49042725,89.85068891,1007.037266,,,,,,,,,,,,,,0,0,0,0,0,,,,,
43,1,5,4,6.505849092,55.06964692,113.577314,52.84380865,4.658346106,17.46411355,112.0695517,119.0317105,300.8541185,1540.858839,21.57191679,88.14876618,1008.355095,,,,,,,,,,,,,,0,0,0,0,0,,,,,
44,1,5,5,7.358296917,51.1124906,109.6218373,54.21025931,4.658346106,19.27968278,118.1829407,119.2967866,331.2039086,1500.097846,26.46852844,88.21403488,1004.752362,,,,,,,,,,,,,,0,0,0,0,0,,,,,
45,1,5,6,5.818846168,58.79238062,116.4673182,51.52555144,4.658346106,15.39127383,107.4501984,113.6060919,317.9297614,1506.466895,29.95154843,89.6062098,1005.136147,,,,,,,,,,,,,,0,0,0,0,0,,,,,
46,1,5,7,5.846604876,55.88581855,115.327259,52.74688651,4.658346106,18.69281444,102.1274366,110.4782566,339.3700613,1506.879372,21.62667297,89.28571949,1002.108154,,,,,,,,,,,,,,0,0,0,0,0,,,,,
47,1,5,8,7.215582662,58.26034082,119.6546503,51.14366002,4.658346106,16.6650896,112.2895504,116.8286634,301.0187294,1531.350114,21.11305707,88.48620371,1003.302019,,,,,,,,,,,,,,0,0,0,0,0,,,,,
48,1,5,9,5.626667862,58.059826,124.290798,54.1591615,4.658346106,16.30090304,100.8446387,103.3126012,321.6718376,1502.343503,26.11788144,89.81039214,1000.843931,,,,,,,,,,,,,,0,0,0,0,0,,,,,
49,1,5,10,6.336502539,55.63206341,128.6516363,54.31513639,4.658346106,18.30251873,104.8327124,129.0155972,309.7580395,1537.315004,29.28511302,89.88576892,1005.853291,,,,,,,,,,,,,,0,0,0,0,0,,,,,
50,1,6,1,6.125001171,56.25757084,109.2072566,53.16646967,4.658346106,17.04688175,117.0920575,129.2397549,308.2431973,1521.605326,26.80136264,89.25205892,1002.974651,,,,,,,,,,,,,,0,0,0,0,0,,,,,
51,1,6,2,6.514542951,56.85541699,114.5819607,53.90201216,4.658346106,16.41477154,118.0563869,129.6019434,317.5205487,1536.75527,22.36063796,88.68723088,1001.349508,,,,,,,,,,,,,,0,0,0,0,0,,,,,
52,1,6,3,6.931065534,57.00748235,117.2057553,51.44368372,4.658346106,18.12726694,116.7121079,128.0038844,324.7970301,1515.977061,28.47928532,89.82148649,1004.11234,,,,,,,,,,,,,,0,0,0,0,0,,,,,
53,1,6,4,6.306505139,54.37195942,113.0233805,52.86439132,4.658346106,18.49464826,108.3559782,106.6148191,329.0105476,1547.326645,27.58242828,88.33586142,1000.811332,,,,,,,,,,,,,,0,0,0,0,0,,,,,
54,1,6,5,6.422758516,51.83883306,114.1965781,51.16596324,4.658346106,19.65135763,103.5191909,112.4215693,308.5452472,1504.886316,28.99430434,88.90196114,1008.086252,,,,,,,,,,,,,,0,0,0,0,0,,,,,
55,1,6,6,6.504795254,57.49013823,104.6465809,51.84494863,4.658346106,17.02445807,111.5288672,113.6593197,310.5217116,1528.050492,22.38531772,89.96825137,1003.938856,,,,,,,,,,,,,,0,0,0,0,0,,,,,
56,1,6,7,6.314056324,50.80331483,114.6757887,54.0773074,4.658346106,19.78735241,114.5031158,108.8129271,315.7295532,1530.31838,25.72125169,88.6854811,1008.542394,,,,,,,,,,,,,,0,0,0,0,0,,,,,
57,1,6,8,6.562253383,57.05725752,110.7492273,54.8257663,4.658346106,18.69828008,102.7354697,105.4649918,327.1196001,1525.943355,26.34331874,89.2197654,1000.961498,,,,,,,,,,,,,,0,0,0,0,0,,,,,
58,1,6,9,5.63372043,57.89883936,114.9014894,52.09541828,4.658346106,15.28460737,112.6689347,117.7814143,318.2581425,1545.721901,24.0982999,89.24589543,1009.079706,,,,,,,,,,,,,,0,0,0,0,0,,,,,
59,1,6,10,6.517639289,50.54151351,128.0746889,54.87611619,4.658346106,16.39491592,101.6121206,100.5640116,322.563775,1505.925521,27.62215686,88.11119754,1004.49565,,,,,,,,,,,,,,0,0,0,0,0,,,,,
60,1,7,1,4.841394401,48.20609755,80.45392448,21.58521728,4.658346106,43.14218763,53.36837266,92.55072207,328.4614731,3026.992301,25.93071955,88.3909986,1006.767916,,,,,,,,,,,,,,0,0,0,0,0,,,,,
61,1,7,2,4.543664261,42.57094688,84.20969364,23.7697227,4.658346106,43.27265442,53.7432161,88.78810023,310.4546838,3041.920968,26.66887877,88.80318126,1009.131191,,,,,,,,,,,,,,0,0,0,0,0,,,,,
62,1,7,3,4.55866625,49.25191719,80.30862484,23.01200038,4.658346106,43.95422551,51.52484187,88.95982984,304.0741577,3017.960956,25.08565187,89.98881068,1000.105462,,,,,,,,,,,,,,0,0,0,0,0,,,,,
63,1,7,4,4.34443788,43.98254369,81.49304326,21.65950095,4.658346106,43.76603658,51.23380533,91.04084842,320.2598164,3034.222344,26.7631363,89.0042802,1001.074998,,,,,,,,,,,,,,0,0,0,0,0,,,,,
64,1,7,5,4.730642322,40.26642471,86.11774181,23.90850469,4.658346106,41.40616338,53.31315036,94.22727109,318.7531992,3018.911018,26.33541167,89.18460367,1001.383665,,,,,,,,,,,,,,0,0,0,0,0,,,,,
65,1,7,6,4.07474016,48.71578822,82.45404603,24.45931574,4.658346106,42.67413543,52.0994344,91.148943,315.2171908,3000.486771,26.38172351,88.60026107,1002.542891,,,,,,,,,,,,,,0,0,0,0,0,,,,,
66,1,7,7,4.333840981,41.68957544,82.40310859,23.69975646,4.658346106,41.87871679,53.19256955,90.96145506,303.3651024,3010.09536,25.08216832,88.01686972,1000.189537,,,,,,,,,,,,,,0,0,0,0,0,,,,,
67,1,7,8,4.203827611,48.34222089,81.76454831,21.48450675,4.658346106,41.60025846,53.92219501,90.52820758,310.2550128,3048.314951,25.26301218,88.82602212,1007.661924,,,,,,,,,,,,,,0,0,0,0,0,,,,,
68,1,7,9,4.007881215,47.68952127,88.43783102,23.82939082,4.658346106,43.20419157,51.86430099,88.1433793,320.0723281,3041.298269,25.19799569,89.05592085,1004.539007,,,,,,,,,,,,,,0,0,0,0,0,,,,,
69,1,7,10,4.84799764,40.99500488,87.06162687,21.08101577,4.658346106,40.39609863,53.58479382,88.675648,329.4023458,3022.629347,26.481698,88.22090374,1003.416452,,,,,,,,,,,,,,0,0,0,0,0,,,,,
70,1,8,1,4.897017895,40.01572573,88.72337559,20.83204355,4.658346106,41.45615127,54.35754885,90.09528415,313.6560506,3001.082084,26.31529636,89.53570115,1006.132917,,,,,,,,,,,,,,0,0,0,0,0,,,,,
71,1,8,2,4.085213297,49.930574,85.62752706,22.59334433,4.658346106,40.67318432,52.95858498,89.22501212,319.0143499,3011.996022,26.75561121,89.21095177,1007.14082,,,,,,,,,,,,,,0,0,0,0,0,,,,,
72,1,8,3,4.01371596,43.55463126,84.81018276,20.81820491,4.658346106,42.45364211,52.06793502,91.61307004,314.2499032,3021.737187,25.65562974,89.14986072,1008.635398,,,,,,,,,,,,,,0,0,0,0,0,,,,,
73,1,8,4,4.378274121,46.05946798,86.69657693,24.66521324,4.658346106,40.96560983,53.56834467,88.70704267,306.5336271,3045.86625,25.51756033,88.11737293,1001.827295,,,,,,,,,,,,,,0,0,0,0,0,,,,,
74,1,8,5,4.487408255,44.73757502,89.50592562,24.31177901,4.658346106,43.16136855,53.94607318,93.23535089,307.1775503,3007.783503,25.95769243,89.12152193,1005.231389,,,,,,,,,,,,,,0,0,0,0,0,,,,,
75,1,8,6,4.176988241,46.90457323,85.91105762,20.46248018,4.658346106,40.5689648,53.92550721,90.15209151,320.0993591,3038.802928,26.14408262,89.41089325,1003.657102,,,,,,,,,,,,,,0,0,0,0,0,,,,,
76,1,8,7,4.650203034,48.06312323,80.68175271,22.64498124,4.658346106,41.24894207,50.88408844,92.5879278,306.7034234,3029.484486,25.95896078,88.30914264,1004.952816,,,,,,,,,,,,,,0,0,0,0,0,,,,,
77,1,8,8,4.032661932,47.82802802,85.39173021,20.84871745,4.658346106,41.30076652,53.18973826,92.02840196,321.1789417,3020.176216,25.0839268,89.87656199,1004.77629,,,,,,,,,,,,,,0,0,0,0,0,,,,,
78,1,8,9,4.997160221,46.57558927,89.69016448,23.6213766,4.658346106,43.42616729,54.14357189,90.84945365,310.3818696,3003.734122,26.63976301,89.94629719,1002.333752,,,,,,,,,,,,,,0,0,0,0,0,,,,,
79,1,8,10,4.085599718,44.01226821,83.62158813,23.53430685,4.658346106,42.94193713,54.53517879,88.86017853,314.7794415,3058.850968,25.41888777,89.57107969,1003.201395,,,,,,,,,,,,,,0,0,0,0,0,,,,,
80,2,1,1,6.128224551,72.39702036,160.6062485,56.3546786,4.692499705,11.26378684,150.2429675,157.2487551,217.0356375,2042.062506,33.74513079,89.64292597,1000.13228,,,,,,,,,,,,,,0.81110164,1.1507766,0.963993063,1.086839627,1.201887943,,,,,
81,2,1,2,6.034690705,74.53566987,154.1210887,50.54198673,4.667653619,11.34797549,154.7021524,158.0021202,214.1822078,2020.129451,30.77722803,88.88692231,1003.718785,,,,,,,,,,,,,,1.642451538,2.233092099,1.871500674,2.124368219,2.491154763,,,,,
82,2,1,3,6.150729892,69.79637927,167.9460956,58.66394932,4.694432815,11.03825302,153.0008244,154.2377671,210.4368356,2029.673084,28.49517435,88.95388133,1002.092217,,,,,,,,,,,,,,2.50637475,3.577206259,2.857637861,3.187160968,4.469629315,,,,,
83,2,1,4,6.188090085,70.03192928,168.6934189,58.39209061,4.639310155,11.47515418,153.9022314,151.5252166,210.137272,2006.87355,34.61527074,89.08276,1003.408043,,,,,,,,,,,,,,3.374201277,4.744617998,3.814918348,4.26773593,6.195212926,,,,,
84,2,1,5,6.165660745,65.19883589,158.311085,53.75431165,4.641435979,10.42178407,150.9576035,150.0738293,214.6172863,2003.271834,29.64373619,88.39372028,1001.341047,,,,,,,,,,,,,,4.273471639,5.81711349,4.721982997,5.32261214,7.216686618,,,,,
85,2,1,6,6.210611473,71.24738491,155.0782945,53.77061558,4.662304489,11.17949308,150.1602966,158.7751327,216.8605103,2048.838322,34.92626386,88.56439944,1003.085142,,,,,,,,,,,,,,5.151465243,6.844201298,5.629256121,6.424908146,8.229230471,,,,,
86,2,1,7,6.651133478,65.2954586,169.5539813,55.3274916,4.650421608,10.34785534,150.3461769,153.6722553,203.51395,2010.35027,32.04524628,89.73887721,1000.855069,,,,,,,,,,,,,,5.980437435,7.88518483,6.540983746,7.504359896,10.02332475,,,,,
87,2,1,8,6.901298298,73.04086384,152.9880655,56.96546552,4.663593443,11.58714885,152.3020836,156.7724926,201.7956564,2025.855391,32.16726272,88.09638591,1006.883395,,,,,,,,,,,,,,6.858733902,9.23138153,7.474461545,8.59321618,11.71577082,,,,,
88,2,1,9,6.867042286,73.1034755,151.5630569,56.03177908,4.626339552,10.64589286,153.8770567,153.3132828,200.6671907,2002.119335,33.54303861,88.44685109,1002.356201,,,,,,,,,,,,,,7.727120195,10.32369269,8.425637927,9.626331664,12.72654795,,,,,
89,2,1,10,6.462396266,67.6166553,152.8582437,50.34574448,4.656972007,10.10366576,153.7583493,150.5957673,201.3099328,2005.485403,32.22007943,89.23038684,1004.91586,,,,,,,,,,,,,,8.578658634,11.5057294,9.423785256,10.70958702,14.67602474,,,,,
90,2,2,1,6.882733428,71.65767125,152.6925014,50.37376075,4.690359755,11.74560085,153.6716739,152.6594866,209.8262188,2050.457537,32.75213349,88.87112557,1003.231777,,,,,,,,,,,,,,9.465922821,12.59755873,10.40678114,11.7716559,15.96046759,,,,,
91,2,2,2,6.939175752,70.40216196,157.0041185,52.61829165,4.613608972,11.7029898,150.3292105,159.5416194,210.0001089,2004.150169,30.03649264,88.42326229,1002.699959,,,,,,,,,,,,,,10.26993387,13.77416723,11.39962159,12.82314437,17.29906627,,,,,
92,2,2,3,6.685766262,66.30802414,167.8927604,56.39468161,4.668293918,11.39063736,150.1491727,159.761624,208.3134258,2031.563382,29.90957741,89.26267489,1003.175855,,,,,,,,,,,,,,11.13803169,15.11932772,12.34278492,13.98506513,18.38064468,,,,,
93,2,2,4,6.091084129,71.98247163,157.8790758,54.73662359,4.683224565,10.73071512,152.8548486,156.0508759,218.2181782,2039.080276,32.67252213,88.24715754,1004.147518,,,,,,,,,,,,,,11.94053189,16.25270746,13.30203529,15.00926382,20.22913327,,,,,
94,2,2,5,6.087377734,65.9268973,151.914027,55.88243674,4.656762004,10.9488604,152.2230539,152.8764724,214.1448262,2011.330902,30.90867064,88.85217837,1000.786584,,,,,,,,,,,,,,12.81679861,17.45012453,14.24564362,16.09986828,21.59505018,,,,,
95,2,2,6,6.896325874,67.10399578,151.2761098,56.38087767,4.63603891,11.42504767,153.5379652,151.9847195,216.9125489,2024.591256,30.99380491,88.87289033,1005.182838,,,,,,,,,,,,,,13.66024884,18.66076067,15.14810216,17.14228412,22.75004491,,,,,
96,2,2,7,6.159568598,65.89327586,150.3628083,57.13975237,4.653663473,10.63479183,153.2448536,153.8020776,208.4431171,2043.95026,34.93469862,88.44799889,1005.221034,,,,,,,,,,,,,,14.55906627,20.03758726,16.13931987,18.32456261,24.10662109,,,,,
97,2,2,8,6.4617474,73.70908245,150.4247116,57.06879875,4.629813978,11.60619782,150.0893236,157.1605486,212.4541873,2019.353169,31.01069433,89.91535939,1009.907964,,,,,,,,,,,,,,15.39239226,21.36547709,17.10962633,19.51188158,25.46457779,,,,,
98,2,2,9,6.788292095,67.05891666,155.3080288,59.75339926,4.612674718,11.14987201,152.8576692,154.5109266,211.5353285,2003.027842,32.59452451,89.98501644,1005.003095,,,,,,,,,,,,,,16.25003229,22.52463861,18.06943294,20.70130776,26.8487025,,,,,
99,2,2,10,6.503507439,71.59690863,164.9453828,58.50465302,4.614674831,11.21916369,151.9990653,158.3340806,216.399732,2041.491635,28.07848265,88.09041263,1007.574507,,,,,,,,,,,,,,17.13671328,23.82706231,18.97794913,21.85883201,27.89396829,,,,,
100,2,3,1,7.344471011,53.21323701,123.0881684,50.86269693,4.614674831,16.84653869,106.0264589,119.7001333,305.1218168,1506.302439,25.51083035,88.18654507,1003.653484,,,,,,,,,,,,,,0.57419754,0.402704248,0.54533765,0.679557035,0.922624378,,,,,
101,2,3,2,5.670378942,52.67303703,105.7411813,51.41642439,4.614674831,17.89776392,116.2262202,114.9066678,312.5584362,1510.526581,22.90210649,88.25061545,1005.019488,,,,,,,,,,,,,,1.113773657,0.805017984,1.080973662,1.480445789,1.805268497,,,,,
102,2,3,3,6.254436904,54.63954977,123.8614529,50.12357101,4.614674831,15.33829354,116.6675255,120.4530547,321.2059246,1533.563846,27.95040141,88.80964992,1001.369475,,,,,,,,,,,,,,1.691553319,1.285112652,1.584458586,2.2610352,2.623623588,,,,,
103,2,3,4,6.447982539,54.84880949,117.5065624,50.13074748,4.614674831,17.69589643,108.1109603,129.2505033,338.1007496,1501.436969,24.00688642,89.5310978,1001.533272,,,,,,,,,,,,,,2.214842463,1.83661475,2.142364711,3.092386578,3.429563564,,,,,
104,2,3,5,6.583338188,50.48609569,115.3488789,53.84616943,4.614674831,19.57511431,111.8016455,123.4232327,312.9046343,1515.231896,20.73803552,88.65612556,1008.796681,,,,,,,,,,,,,,2.790101175,2.421154359,2.649211457,3.846305413,4.273314441,,,,,
105,2,3,6,7.38089016,56.02197134,103.2073351,52.47486537,4.614674831,17.01872152,108.4950276,122.0753799,330.4428367,1519.082508,21.0227821,88.12692371,1009.994613,,,,,,,,,,,,,,3.309534329,2.979633008,3.203474865,4.575771923,5.153016253,,,,,
106,2,3,7,5.792975365,55.02510193,126.464171,51.14779248,4.614674831,17.12905065,112.2253875,124.6983753,333.3898196,1542.570665,24.70796009,88.46132262,1005.560204,,,,,,,,,,,,,,3.87493683,3.381057096,3.704506382,5.428593286,5.970386029,,,,,
107,2,3,8,5.732874369,59.48870378,109.8014427,52.39605559,4.614674831,16.07724772,100.7390845,124.0385432,315.489398,1504.24129,25.46882033,89.0988419,1008.756258,,,,,,,,,,,,,,4.38755839,3.789277019,4.288804182,6.173682081,6.893667286,,,,,
108,2,3,9,5.923353924,57.91695257,119.1400575,53.49383268,4.614674831,17.14812976,101.3176862,124.1351629,339.1417116,1508.119952,24.45291446,89.70449742,1002.997151,,,,,,,,,,,,,,4.961401412,4.270035101,4.798044144,6.811506127,7.714258472,,,,,
109,2,3,10,5.637836476,57.96261051,121.2051798,53.95825232,4.614674831,19.7669672,109.9867291,105.1642296,332.0560465,1547.037689,29.06917796,89.63313463,1003.863833,,,,,,,,,,,,,,5.489559345,4.867175562,5.386123329,7.584980821,8.656063721,,,,,
110,2,4,1,6.070686665,73.25020166,167.6931429,56.2610551,4.687658391,11.03882904,150.3321563,155.0395189,200.1520339,2015.87264,30.80627477,88.29596191,1003.104571,,,,,,,,,,,,,,17.97351357,25.20219952,19.91172498,22.91716113,29.81963437,,,,,
111,2,4,2,6.223243812,66.61364113,166.4770019,54.46961103,4.696244819,10.3138202,154.8780295,154.4428304,204.3099511,2003.323585,31.81308145,88.77832828,1007.271625,,,,,,,,,,,,,,18.7868871,26.51434143,20.81475221,23.98065736,31.01082626,,,,,
112,2,4,3,6.579965666,71.77817394,168.3991183,56.84693954,4.634951916,10.01465932,154.8246969,154.9880809,217.6089952,2043.100626,30.50272779,88.95651183,1006.878396,,,,,,,,,,,,,,19.67173349,27.83337351,21.77459112,25.14814427,32.78322255,,,,,
